,years_total,climbs_total,pitches_total,route_mean,route_max,boulder_mean,boulder_max,danger_factor,solos,hardest_solo,trad_count,sport_count,locations,success,quarter_max1,quarter_max2,quarter_max3,quarter_max4
0,175 days 00:00:00.000000000,5,5,7.0,8.5,,,0.0,0,,0,5,3,0,8.5,,,
0,94 days 00:00:00.000000000,6,6,8.466666666666667,9.8,,,0.0,0,,3,3,3,1,9.8,,,
0,368 days 00:00:00.000000000,12,36,8.409090909090908,10.0,,,0.08333333333333333,0,,10,3,10,2,10.0,,,
0,47 days 00:00:00.000000000,9,9,9.5375,10.6,0.0,0.0,0.0,1,0.0,1,7,6,5,10.6,,,
0,548 days 00:00:00.000000000,41,97,9.155000000000001,11.0,0.0,0.0,0.0975609756097561,1,0.0,10,30,25,4,11.0,10.5,8.5,
0,6 days 00:00:00.000000000,14,20,7.55,11.1,,,0.14285714285714285,0,,8,6,5,0,11.1,,,
0,377 days 00:00:00.000000000,12,13,10.016666666666667,12.0,,,0.08333333333333333,0,,3,11,7,0,12.0,,,
0,0 days 00:00:00.000000000,1,1,,,1.2,1.2,0.0,1,1.2,0,0,1,0,1.2,,,
0,36 days 00:00:00.000000000,12,18,8.35,10.3,,,0.0,0,,0,12,7,6,10.3,,,
0,542 days 00:00:00.000000000,23,23,9.02608695652174,11.1,,,0.0,0,,14,9,5,0,11.1,10.3,,
0,57 days 00:00:00.000000000,8,8,10.937499999999998,11.6,,,0.0,0,,0,7,3,5,11.6,,,
0,8 days 00:00:00.000000000,5,15,6.7,8.5,,,0.0,0,,5,0,4,0,8.5,,,
0,0 days 00:00:00.000000000,1,1,8.5,8.5,,,0.0,0,,0,1,1,0,8.5,,,
0,0 days 00:00:00.000000000,1,1,6.0,6.0,,,0.0,0,,0,1,1,1,6.0,,,
0,108 days 00:00:00.000000000,22,22,8.389999999999999,11.0,2.4,5.2,0.36363636363636365,2,1.2,2,8,19,2,11.0,4.2,,
0,0 days 00:00:00.000000000,1,1,6.0,6.0,,,0.0,0,,1,0,1,1,6.0,,,
0,0 days 00:00:00.000000000,8,9,10.237499999999999,11.6,,,0.0,0,,0,8,4,1,11.6,,,
0,35 days 00:00:00.000000000,3,3,10.700000000000001,11.6,,,0.0,0,,0,3,1,0,11.6,,,
0,0 days 00:00:00.000000000,1,1,9.8,9.8,,,0.0,0,,0,1,1,0,9.8,,,
0,459 days 00:00:00.000000000,7,19,8.285714285714286,10.2,,,0.42857142857142855,0,,4,3,7,2,10.2,,,
0,0 days 00:00:00.000000000,2,2,6.0,7.0,,,0.0,0,,0,1,2,0,7.0,,,
0,31 days 00:00:00.000000000,17,17,7.782352941176471,10.0,,,0.0,0,,0,17,7,10,10.0,,,
0,498 days 00:00:00.000000000,38,92,9.336842105263159,11.5,,,0.0,0,,23,15,20,12,11.5,11.4,,
0,5064 days 00:00:00.000000000,13,16,9.341666666666667,12.0,3.2,3.2,0.0,0,,0,12,10,3,12.0,,,
0,25 days 00:00:00.000000000,10,13,7.2666666666666675,10.9,,,0.0,0,,10,1,8,0,10.9,,,
0,347 days 00:00:00.000000000,6,6,,,4.516666666666667,7.2,0.0,0,,0,0,3,0,7.2,,,
0,11 days 00:00:00.000000000,3,3,8.5,8.5,,,0.0,0,,1,2,2,0,8.5,,,
0,113 days 00:00:00.000000000,5,5,10.1,10.9,,,0.0,0,,0,5,4,0,10.9,,,
0,760 days 00:00:00.000000000,48,53,9.737500000000002,12.0,,,0.041666666666666664,0,,7,43,23,0,12.0,12.0,12.0,
0,0 days 00:00:00.000000000,1,1,9.5,9.5,,,1.0,0,,0,1,1,0,9.5,,,
0,15 days 00:00:00.000000000,6,6,5.75,8.5,,,0.0,0,,1,5,3,3,8.5,,,
0,1377 days 00:00:00.000000000,19,43,6.936842105263159,10.0,,,0.21052631578947367,0,,14,6,13,0,10.0,,,
0,49 days 00:00:00.000000000,9,10,9.1,10.3,,,0.0,0,,0,9,6,0,10.3,,,
0,28 days 00:00:00.000000000,7,7,8.766666666666667,9.8,0.925,1.5,0.0,4,1.5,0,3,3,2,9.8,,,
0,15742 days 00:00:00.000000000,35,333,10.516129032258062,12.6,,,0.08571428571428572,0,,32,1,25,5,12.6,11.6,,
0,0 days 00:00:00.000000000,1,1,7.5,7.5,,,0.0,0,,0,1,1,0,7.5,,,
0,84 days 00:00:00.000000000,16,20,9.412499999999998,10.6,,,0.0625,0,,2,15,9,8,10.6,,,
0,4986 days 00:00:00.000000000,113,158,9.603571428571424,12.2,3.2,3.2,0.04424778761061947,0,,57,58,62,14,10.6,11.6,12.2,10.6
0,5 days 00:00:00.000000000,12,19,6.941666666666666,10.3,,,0.08333333333333333,0,,10,2,3,6,10.3,,,
0,20 days 00:00:00.000000000,2,4,7.5,10.0,,,0.0,0,,0,2,2,1,10.0,,,
0,119 days 00:00:00.000000000,25,28,9.212,11.3,,,0.0,0,,6,23,7,16,11.3,10.6,,
0,0 days 00:00:00.000000000,1,1,8.5,8.5,,,0.0,0,,0,1,1,0,8.5,,,
0,2 days 00:00:00.000000000,6,6,9.533333333333333,10.3,,,0.16666666666666666,0,,1,6,3,2,10.3,,,
0,1989 days 00:00:00.000000000,8,8,10.3,10.6,6.733333333333334,8.8,0.0,0,,0,2,4,0,10.6,,,
0,1 days 00:00:00.000000000,4,6,7.65,8.8,,,0.0,0,,4,0,3,0,8.8,,,
0,38 days 00:00:00.000000000,3,3,7.933333333333334,9.8,,,0.0,0,,2,1,2,0,9.8,,,
0,151 days 00:00:00.000000000,43,55,8.786046511627905,11.0,,,0.09302325581395349,0,,10,33,14,3,11.0,11.0,11.0,
0,0 days 00:00:00.000000000,6,12,8.216666666666667,9.5,,,0.0,0,,6,0,4,0,9.5,,,
0,804 days 00:00:00.000000000,107,147,8.492523364485978,11.6,,,0.018691588785046728,3,2.0,46,64,48,55,10.4,10.3,10.7,11.0
0,0 days 00:00:00.000000000,1,1,8.5,8.5,,,0.0,0,,0,1,1,1,8.5,,,
0,2199 days 00:00:00.000000000,10,10,11.81,12.6,,,0.0,0,,0,10,6,0,12.6,,,
0,0 days 00:00:00.000000000,2,2,10.15,10.3,,,0.0,0,,0,2,1,1,10.3,,,
0,2476 days 00:00:00.000000000,311,508,9.254983922829584,12.7,,,0.1414790996784566,0,,219,95,105,0,11.0,11.8,11.2,11.3
0,46 days 00:00:00.000000000,3,11,6.0,6.0,,,0.0,0,,3,0,2,2,6.0,,,
0,15 days 00:00:00.000000000,3,3,,,1.4000000000000001,3.0,0.0,0,,0,0,2,0,3.0,,,
0,0 days 00:00:00.000000000,1,1,5.0,5.0,,,0.0,0,,1,0,1,0,5.0,,,
0,101 days 00:00:00.000000000,8,23,4.75,6.0,,,0.0,0,,2,6,5,0,6.0,,,
0,225 days 00:00:00.000000000,60,93,6.723076923076923,10.5,,,0.03333333333333333,0,,29,24,29,9,10.5,9.5,8.8,
0,76 days 00:00:00.000000000,29,33,9.520689655172413,10.8,,,0.034482758620689655,0,,0,29,16,0,10.8,10.8,,
0,0 days 00:00:00.000000000,1,1,9.5,9.5,,,0.0,0,,0,1,1,0,9.5,,,
0,0 days 00:00:00.000000000,13,17,5.8076923076923075,8.5,,,0.46153846153846156,2,3.0,6,10,6,0,8.5,,,
0,0 days 00:00:00.000000000,2,2,6.75,8.5,,,0.0,0,,0,2,1,0,8.5,,,
0,321 days 00:00:00.000000000,4,22,6.5,7.0,,,0.0,0,,4,0,4,0,7.0,,,
0,307 days 00:00:00.000000000,19,20,6.7894736842105265,9.5,,,0.0,0,,0,19,4,3,9.5,,,
0,1 days 00:00:00.000000000,3,3,8.333333333333334,9.5,,,0.3333333333333333,0,,0,3,1,2,9.5,,,
0,83 days 00:00:00.000000000,15,15,7.266666666666667,9.5,,,0.0,0,,0,15,7,3,9.5,,,
0,1 days 00:00:00.000000000,2,2,9.25,10.0,,,0.0,0,,0,2,1,0,10.0,,,
0,47 days 00:00:00.000000000,9,11,5.944444444444445,8.5,,,0.0,0,,9,0,7,0,8.5,,,
0,196 days 00:00:00.000000000,16,18,,,1.6437499999999998,5.2,0.0,0,,0,0,6,0,5.2,,,
0,138 days 00:00:00.000000000,12,12,9.209999999999999,11.0,2.7,3.2,0.0,2,3.2,3,10,5,7,11.0,,,
0,4544 days 00:00:00.000000000,77,77,11.062162162162162,12.6,1.8,1.8,0.012987012987012988,0,,6,69,22,1,12.6,12.0,12.0,12.1
0,0 days 00:00:00.000000000,1,1,7.0,7.0,,,0.0,0,,0,1,1,0,7.0,,,
0,43 days 00:00:00.000000000,7,30,10.525,11.3,2.533333333333333,5.2,0.2857142857142857,0,,0,4,5,2,11.3,,,
0,0 days 00:00:00.000000000,1,1,11.6,11.6,,,0.0,0,,0,0,1,0,11.6,,,
0,14 days 00:00:00.000000000,12,12,8.071428571428571,10.0,2.2,3.2,0.0,0,,0,7,5,0,10.0,,,
0,0 days 00:00:00.000000000,1,1,12.6,12.6,,,0.0,0,,0,1,1,0,12.6,,,
0,343 days 00:00:00.000000000,31,36,9.167741935483873,10.6,,,0.0,1,0.0,2,30,14,0,10.6,10.3,,
0,155 days 00:00:00.000000000,3,12,8.333333333333334,9.5,,,0.0,0,,0,3,2,0,9.5,,,
0,0 days 00:00:00.000000000,1,1,11.0,11.0,,,0.0,0,,0,1,1,0,11.0,,,
0,0 days 00:00:00.000000000,4,4,9.75,10.0,,,0.0,0,,2,2,2,0,10.0,,,
0,2498 days 00:00:00.000000000,110,142,8.669090909090908,10.7,,,0.02727272727272727,0,,38,76,47,0,10.1,10.6,10.7,10.7
0,157 days 00:00:00.000000000,9,25,7.2555555555555555,10.0,,,0.0,0,,5,4,6,0,10.0,,,
0,2 days 00:00:00.000000000,2,2,9.9,10.0,,,0.0,0,,0,2,2,0,10.0,,,
0,1 days 00:00:00.000000000,2,6,5.0,7.0,,,0.0,0,,2,0,2,0,7.0,,,
0,154 days 00:00:00.000000000,35,42,8.257142857142858,10.8,,,0.11428571428571428,0,,11,23,14,0,10.8,10.2,,
0,0 days 00:00:00.000000000,1,6,10.6,10.6,,,2.0,0,,1,1,1,0,10.6,,,
0,0 days 00:00:00.000000000,1,1,9.5,9.5,,,0.0,0,,0,1,1,0,9.5,,,
0,304 days 00:00:00.000000000,2,5,5.0,7.0,,,0.0,0,,1,1,2,0,7.0,,,
0,1242 days 00:00:00.000000000,6,16,10.433333333333335,12.0,,,0.0,0,,0,6,5,2,12.0,,,
0,1 days 00:00:00.000000000,8,8,9.25,10.0,,,0.0,0,,0,8,1,8,10.0,,,
0,0 days 00:00:00.000000000,2,2,6.0,7.0,,,0.0,0,,1,1,1,1,7.0,,,
0,2 days 00:00:00.000000000,3,3,,,0.7333333333333334,1.2,0.0,0,,0,0,2,1,1.2,,,
0,0 days 00:00:00.000000000,1,1,10.3,10.3,,,0.0,0,,1,0,1,0,10.3,,,
0,1921 days 00:00:00.000000000,141,340,8.295744680851062,11.4,,,0.0425531914893617,0,,128,14,55,10,11.4,11.0,10.3,10.3
0,0 days 00:00:00.000000000,2,3,5.0,5.0,,,0.0,0,,2,0,2,1,5.0,,,
0,17 days 00:00:00.000000000,17,18,8.688235294117648,10.1,,,0.0,0,,0,17,7,0,10.1,,,
0,0 days 00:00:00.000000000,1,1,11.0,11.0,,,0.0,0,,0,1,1,0,11.0,,,
0,12 days 00:00:00.000000000,9,31,10.785714285714286,12.0,6.0,6.8,0.2222222222222222,0,,7,0,7,0,12.0,,,
0,710 days 00:00:00.000000000,9,9,6.866666666666666,11.3,,,0.0,0,,5,4,4,6,11.3,,,
0,98 days 00:00:00.000000000,21,21,8.871428571428572,11.3,,,0.047619047619047616,0,,1,20,9,9,11.3,10.0,,
0,2205 days 00:00:00.000000000,417,452,7.572964169381108,11.0,0.8254545454545461,4.2,0.02158273381294964,0,,66,225,101,0,10.0,10.0,10.6,10.3
0,0 days 00:00:00.000000000,1,1,10.6,10.6,,,0.0,0,,0,1,1,0,10.6,,,
0,0 days 00:00:00.000000000,1,5,7.0,7.0,,,0.0,0,,1,0,1,1,7.0,,,
0,952 days 00:00:00.000000000,9,9,11.742857142857144,13.0,4.2,7.2,0.0,1,9.0,1,6,5,1,13.0,,,
0,0 days 00:00:00.000000000,1,2,7.0,7.0,,,0.0,0,,1,0,1,0,7.0,,,
0,3234 days 00:00:00.000000000,43,44,9.555813953488373,11.9,,,0.0,0,,5,36,23,2,11.9,11.0,7.0,
0,15 days 00:00:00.000000000,6,6,7.25,10.0,,,0.0,0,,0,6,5,1,10.0,,,
0,15 days 00:00:00.000000000,11,11,8.981818181818182,10.0,,,0.0,0,,0,11,5,6,10.0,,,
0,0 days 00:00:00.000000000,1,1,10.9,10.9,,,0.0,0,,0,1,1,0,10.9,,,
0,1803 days 00:00:00.000000000,5,23,7.2,8.8,,,0.0,0,,3,1,4,0,8.8,,,
0,31 days 00:00:00.000000000,7,7,8.214285714285714,9.5,,,0.0,0,,0,7,2,2,9.5,,,
0,423 days 00:00:00.000000000,11,30,7.5,8.5,,,0.0,0,,10,1,7,11,8.5,,,
0,5 days 00:00:00.000000000,12,12,9.491666666666667,10.9,,,0.0,0,,0,12,1,2,10.9,,,
0,0 days 00:00:00.000000000,1,1,10.0,10.0,,,0.0,0,,0,1,1,1,10.0,,,
0,8 days 00:00:00.000000000,3,3,7.0,7.0,,,0.0,0,,3,0,1,0,7.0,,,
0,0 days 00:00:00.000000000,2,2,8.5,8.5,4.2,4.2,0.0,0,,1,0,2,0,8.5,,,
0,0 days 00:00:00.000000000,1,3,7.0,7.0,,,0.0,0,,1,0,1,0,7.0,,,
0,0 days 00:00:00.000000000,3,3,6.0,7.0,,,0.0,0,,2,1,2,0,7.0,,,
0,61 days 00:00:00.000000000,27,27,9.596296296296297,10.9,,,0.0,0,,0,27,8,14,10.9,10.3,,
0,0 days 00:00:00.000000000,4,4,9.0,9.5,,,0.0,0,,0,4,2,2,9.5,,,
0,28 days 00:00:00.000000000,12,13,9.1,10.9,,,0.0,0,,4,9,7,4,10.9,,,
0,213 days 00:00:00.000000000,6,6,,,1.8,4.2,0.0,0,,0,0,3,0,4.2,,,
0,703 days 00:00:00.000000000,71,71,9.39642857142857,12.0,3.3951219512195134,8.2,0.014084507042253521,3,3.0,3,27,34,8,12.0,11.6,11.4,10.3
0,0 days 00:00:00.000000000,3,3,,,0.0,0.0,0.0,2,0.0,0,0,2,0,0.0,,,
0,17 days 00:00:00.000000000,2,2,8.0,8.5,,,0.0,0,,1,2,1,0,8.5,,,
0,764 days 00:00:00.000000000,84,182,10.476190476190473,12.9,,,0.07142857142857142,0,,44,40,49,37,12.0,12.9,11.7,11.9
0,1 days 00:00:00.000000000,2,2,7.75,9.5,,,0.0,0,,1,1,1,0,9.5,,,
0,3 days 00:00:00.000000000,4,6,7.125,8.5,,,0.0,0,,0,4,3,0,8.5,,,
0,9 days 00:00:00.000000000,7,7,5.285714285714286,7.0,,,1.0,0,,5,2,1,0,7.0,,,
0,16 days 00:00:00.000000000,11,16,5.909090909090909,7.0,,,0.0,0,,2,8,8,0,7.0,,,
0,117 days 00:00:00.000000000,3,8,10.666666666666666,12.1,,,0.3333333333333333,0,,2,2,2,0,12.1,,,
0,784 days 00:00:00.000000000,28,42,8.211111111111112,10.9,,,0.0,0,,15,12,17,6,10.9,9.5,,
0,4471 days 00:00:00.000000000,154,154,9.05,11.9,4.762500000000007,9.2,0.08441558441558442,0,,0,2,97,0,9.2,7.2,7.2,7.2
0,42 days 00:00:00.000000000,3,3,4.833333333333333,8.5,,,0.0,0,,1,1,2,0,8.5,,,
0,0 days 00:00:00.000000000,7,7,,,6.257142857142858,7.2,0.0,0,,0,0,6,0,7.2,,,
0,77 days 00:00:00.000000000,15,15,9.44,10.6,,,0.0,0,,0,15,6,5,10.6,,,
0,13 days 00:00:00.000000000,6,6,9.616666666666667,10.9,,,0.0,0,,1,5,2,0,10.9,,,
0,0 days 00:00:00.000000000,6,6,,,0.0,0.0,0.0,0,,0,0,2,0,0.0,,,
0,0 days 00:00:00.000000000,1,1,7.5,7.5,,,0.0,0,,0,1,1,0,7.5,,,
0,340 days 00:00:00.000000000,33,59,7.109090909090909,10.3,,,0.0,0,,9,24,13,6,10.3,9.0,,
0,14 days 00:00:00.000000000,9,9,7.777777777777778,10.0,,,0.0,0,,0,9,3,0,10.0,,,
0,0 days 00:00:00.000000000,1,1,11.0,11.0,,,0.0,0,,0,1,1,0,11.0,,,
0,133 days 00:00:00.000000000,26,28,8.919999999999998,10.6,2.2,2.2,0.0,1,2.2,3,23,12,3,10.0,10.6,,
0,309 days 00:00:00.000000000,4,8,7.5,9.5,,,0.0,0,,1,3,4,0,9.5,,,
0,1989 days 00:00:00.000000000,8,8,10.3,10.6,6.733333333333334,8.8,0.0,0,,0,2,4,0,10.6,,,
0,1 days 00:00:00.000000000,4,6,7.65,8.8,,,0.0,0,,4,0,3,0,8.8,,,
0,0 days 00:00:00.000000000,1,4,8.5,8.5,,,0.0,0,,0,1,1,1,8.5,,,
0,7 days 00:00:00.000000000,5,5,8.459999999999999,9.8,,,0.0,0,,5,0,2,1,9.8,,,
0,2 days 00:00:00.000000000,2,2,8.5,9.5,,,0.0,0,,0,2,2,1,9.5,,,
0,0 days 00:00:00.000000000,1,7,6.0,6.0,,,2.0,0,,1,0,1,0,6.0,,,
0,24 days 00:00:00.000000000,3,3,8.333333333333334,9.5,,,0.0,0,,0,3,3,0,9.5,,,
0,0 days 00:00:00.000000000,1,1,7.0,7.0,,,0.0,0,,0,1,1,0,7.0,,,
0,37 days 00:00:00.000000000,4,4,8.3,10.2,,,0.0,0,,2,2,3,0,10.2,,,
0,1250 days 00:00:00.000000000,32,46,8.059375000000001,12.3,,,0.21875,0,,25,6,15,0,11.7,12.3,,
0,293 days 00:00:00.000000000,4,14,7.5,8.5,,,0.0,0,,0,4,3,3,8.5,,,
0,31 days 00:00:00.000000000,2,4,6.5,7.0,,,0.0,0,,0,2,2,0,7.0,,,
0,0 days 00:00:00.000000000,2,3,,,1.6,3.2,0.0,1,3.2,0,0,1,0,3.2,,,
0,457 days 00:00:00.000000000,21,82,8.047619047619047,10.6,,,0.09523809523809523,0,,20,1,11,7,10.6,9.5,,
0,644 days 00:00:00.000000000,5,16,5.8,7.0,,,0.2,0,,5,0,3,0,7.0,,,
0,20 days 00:00:00.000000000,5,7,10.5,11.0,,,0.0,0,,0,5,3,0,11.0,,,
0,162 days 00:00:00.000000000,13,16,8.923076923076923,11.3,,,0.0,0,,6,8,6,4,11.3,,,
0,0 days 00:00:00.000000000,5,5,7.8,9.0,,,0.0,0,,1,4,2,5,9.0,,,
0,0 days 00:00:00.000000000,4,4,6.375,8.5,,,0.5,0,,3,1,3,0,8.5,,,
0,0 days 00:00:00.000000000,1,1,8.5,8.5,,,0.0,0,,0,1,1,0,8.5,,,
0,0 days 00:00:00.000000000,1,1,7.0,7.0,,,0.0,0,,1,0,1,1,7.0,,,
0,0 days 00:00:00.000000000,1,1,,,0.0,0.0,0.0,1,0.0,0,0,1,0,0.0,,,
0,167 days 00:00:00.000000000,16,16,10.831249999999999,11.9,,,0.0,0,,0,16,7,3,11.9,,,
0,0 days 00:00:00.000000000,1,1,,,0.0,0.0,0.0,0,,0,0,1,0,0.0,,,
0,913 days 00:00:00.000000000,36,36,9.264285714285716,10.5,3.2125,5.2,0.08333333333333333,0,,0,28,14,12,10.5,10.3,,
0,41 days 00:00:00.000000000,11,17,10.50909090909091,11.2,,,0.0,0,,1,10,9,2,11.2,,,
0,0 days 00:00:00.000000000,1,3,9.5,9.5,,,0.0,0,,0,1,1,1,9.5,,,
0,78 days 00:00:00.000000000,8,8,6.1625,8.8,,,0.0,0,,1,7,7,4,8.8,,,
0,784 days 00:00:00.000000000,55,59,7.9907407407407405,11.0,,,0.2909090909090909,0,,42,14,12,0,10.3,11.0,10.0,
0,263 days 00:00:00.000000000,43,43,9.611904761904762,11.3,0.0,0.0,0.0,0,,3,39,24,10,11.3,11.0,9.8,
