,years_total,climbs_total,pitches_total,route_mean,route_max,boulder_mean,boulder_max,danger_factor,solos,hardest_solo,trad_count,sport_count,locations,success,quarter_max1,quarter_max2,quarter_max3,quarter_max4
0,163 days 00:00:00.000000000,13,13,6.6499999999999995,10.3,0.0,0.0,0.0,1,0.0,6,5,8,5,10.3,,,
0,3331 days 00:00:00.000000000,98,246,9.158762886597938,10.7,,,0.030612244897959183,0,,82,16,39,66,10.6,10.7,10.6,10.3
0,7 days 00:00:00.000000000,8,19,7.7875,9.8,,,0.5,0,,8,0,3,0,9.8,,,
0,0 days 00:00:00.000000000,11,11,,,0.9272727272727272,2.2,0.0,1,2.2,0,0,2,0,2.2,,,
0,0 days 00:00:00.000000000,11,14,10.027272727272727,10.9,,,0.0,0,,1,11,3,1,10.9,,,
0,53 days 00:00:00.000000000,2,2,6.0,6.0,,,0.0,0,,1,1,2,0,6.0,,,
0,250 days 00:00:00.000000000,5,5,5.9,9.5,,,0.2,0,,0,5,2,0,9.5,,,
0,19 days 00:00:00.000000000,5,9,4.625,9.5,1.2,1.2,0.0,0,,0,3,3,2,9.5,,,
0,2157 days 00:00:00.000000000,8,35,9.862499999999999,12.3,,,0.0,0,,8,0,4,0,12.3,,,
0,0 days 00:00:00.000000000,3,3,6.5,8.5,,,0.0,0,,0,3,1,0,8.5,,,
0,0 days 00:00:00.000000000,4,4,7.2,10.3,,,0.0,0,,3,1,1,0,10.3,,,
0,98 days 00:00:00.000000000,9,9,9.122222222222222,10.5,,,0.0,0,,0,9,4,0,10.5,,,
0,2568 days 00:00:00.000000000,309,652,10.451239669421492,13.2,5.964179104477608,8.2,0.042071197411003236,0,,156,86,141,8,13.2,13.0,11.3,12.6
0,100 days 00:00:00.000000000,3,3,7.166666666666667,9.5,,,0.3333333333333333,0,,0,3,1,0,9.5,,,
0,52 days 00:00:00.000000000,5,5,7.6,10.0,,,0.0,0,,4,1,4,5,10.0,,,
0,0 days 00:00:00.000000000,1,3,,,,,0.0,0,,0,0,1,0,,,,
0,2772 days 00:00:00.000000000,166,193,9.26626506024096,12.3,,,0.018072289156626505,0,,31,136,62,0,12.3,11.6,11.3,11.6
0,830 days 00:00:00.000000000,51,58,8.560000000000002,11.4,5.2,5.2,0.11764705882352941,3,7.0,40,10,27,31,10.3,11.3,11.4,
0,3403 days 00:00:00.000000000,25,29,9.812000000000001,11.0,,,0.04,0,,25,0,17,13,11.0,10.6,,
0,0 days 00:00:00.000000000,8,8,,,0.375,1.8,0.375,0,,0,0,3,0,1.8,,,
0,0 days 00:00:00.000000000,1,1,10.3,10.3,,,0.0,0,,0,1,1,1,10.3,,,
0,72 days 00:00:00.000000000,2,8,9.5,9.5,,,0.0,0,,1,0,2,0,9.5,,,
0,120 days 00:00:00.000000000,21,21,8.185714285714285,10.0,,,0.0,0,,8,12,6,4,10.0,8.5,,
0,0 days 00:00:00.000000000,1,1,9.0,9.0,,,0.0,0,,0,1,1,0,9.0,,,
0,250 days 00:00:00.000000000,8,9,9.25,10.3,,,0.0,1,7.0,6,2,6,2,10.3,,,
0,0 days 00:00:00.000000000,2,2,6.0,6.0,,,0.0,0,,2,0,1,0,6.0,,,
0,0 days 00:00:00.000000000,1,1,,,0.0,0.0,0.0,0,,0,0,1,0,0.0,,,
0,11 days 00:00:00.000000000,8,8,,,0.4,2.2,0.0,0,,0,0,2,0,2.2,,,
0,1 days 00:00:00.000000000,4,4,8.45,10.3,,,0.0,0,,0,4,3,2,10.3,,,
0,1559 days 00:00:00.000000000,5,8,9.68,13.0,,,0.0,0,,1,4,4,0,13.0,,,
0,0 days 00:00:00.000000000,1,3,9.5,9.5,,,0.0,0,,1,0,1,0,9.5,,,
0,21 days 00:00:00.000000000,30,30,,,0.6566666666666666,3.2,0.1,0,,0,0,13,0,3.2,2.2,,
0,1464 days 00:00:00.000000000,33,35,8.146153846153847,10.9,2.5700000000000007,6.2,0.06060606060606061,0,,9,1,16,0,10.9,7.0,,
0,92 days 00:00:00.000000000,22,31,8.686363636363636,10.0,,,0.0,0,,4,17,5,3,10.0,10.0,,
0,464 days 00:00:00.000000000,35,36,9.800000000000002,11.6,,,0.0,0,,1,34,12,5,11.6,11.0,,
0,159 days 00:00:00.000000000,18,18,8.655555555555557,10.8,,,0.0,0,,0,18,5,13,10.8,,,
0,27 days 00:00:00.000000000,4,7,6.625,8.5,,,0.0,0,,0,4,2,0,8.5,,,
0,0 days 00:00:00.000000000,1,1,11.6,11.6,,,0.0,0,,0,0,1,0,11.6,,,
0,405 days 00:00:00.000000000,9,26,5.8875,10.1,,,0.0,1,,6,2,7,2,10.1,,,
0,0 days 00:00:00.000000000,1,2,9.5,9.5,,,0.0,0,,0,1,1,0,9.5,,,
0,1855 days 00:00:00.000000000,5,5,9.52,11.3,,,0.0,0,,3,2,1,0,11.3,,,
0,128 days 00:00:00.000000000,17,17,8.18235294117647,10.0,,,0.0,0,,1,13,7,1,10.0,,,
0,0 days 00:00:00.000000000,1,1,9.5,9.5,,,0.0,0,,1,0,1,0,9.5,,,
0,12 days 00:00:00.000000000,3,3,7.5,8.5,,,0.0,0,,0,3,2,1,8.5,,,
0,0 days 00:00:00.000000000,1,1,6.0,6.0,,,0.0,0,,0,1,1,0,6.0,,,
0,0 days 00:00:00.000000000,8,8,,,3.05,7.2,0.75,1,2.2,0,0,6,0,7.2,,,
0,56 days 00:00:00.000000000,8,8,8.6125,12.0,,,0.0,0,,3,5,6,5,12.0,,,
0,457 days 00:00:00.000000000,9,11,8.16,9.8,2.95,4.2,0.0,0,,1,4,5,1,9.8,,,
0,0 days 00:00:00.000000000,3,9,8.700000000000001,8.8,,,0.3333333333333333,0,,3,0,1,2,8.8,,,
0,273 days 00:00:00.000000000,89,102,7.323809523809524,10.1,0.0,0.0,0.011235955056179775,1,0.0,36,48,32,42,10.1,10.0,10.0,10.0
0,1562 days 00:00:00.000000000,69,70,10.282608695652172,12.6,,,0.0,1,3.0,1,69,26,21,12.6,12.0,12.0,11.3
0,456 days 00:00:00.000000000,27,77,6.5120000000000005,10.0,,,0.0,0,,20,6,24,10,10.0,6.0,,
0,0 days 00:00:00.000000000,1,8,8.5,8.5,,,0.0,0,,1,0,1,0,8.5,,,
0,56 days 00:00:00.000000000,31,31,9.051612903225807,10.9,,,0.0,0,,2,31,13,6,10.9,10.0,,
0,468 days 00:00:00.000000000,9,16,4.0,4.0,,,0.0,2,,3,1,5,2,4.0,,,
0,93 days 00:00:00.000000000,9,9,9.58888888888889,10.6,,,0.0,0,,0,9,6,0,10.6,,,
0,0 days 00:00:00.000000000,1,3,8.5,8.5,,,0.0,0,,1,0,1,1,8.5,,,
0,1 days 00:00:00.000000000,4,4,8.5,10.0,,,0.0,0,,0,4,2,0,10.0,,,
0,29 days 00:00:00.000000000,54,73,9.601851851851855,11.0,,,0.018518518518518517,0,,24,30,24,26,11.0,11.0,10.7,
0,1 days 00:00:00.000000000,3,5,4.333333333333333,7.0,,,0.0,0,,3,0,3,0,7.0,,,
0,1239 days 00:00:00.000000000,449,629,8.71476510067115,12.6,,,0.12026726057906459,4,3.0,357,93,84,163,12.3,12.0,11.6,11.6
0,257 days 00:00:00.000000000,27,27,10.323076923076924,13.3,4.228571428571429,8.8,0.037037037037037035,17,8.8,0,5,17,3,12.6,13.3,,
0,0 days 00:00:00.000000000,2,2,9.55,10.6,,,0.0,0,,0,2,1,1,10.6,,,
0,0 days 00:00:00.000000000,4,4,,,2.6500000000000004,5.2,0.0,0,,0,0,1,0,5.2,,,
0,992 days 00:00:00.000000000,7,31,8.842857142857143,10.9,,,0.5714285714285714,0,,4,3,6,5,10.9,,,
0,0 days 00:00:00.000000000,1,3,10.9,10.9,,,0.0,0,,1,0,1,0,10.9,,,
0,0 days 00:00:00.000000000,2,3,7.9,8.8,,,0.0,0,,2,0,1,0,8.8,,,
0,0 days 00:00:00.000000000,1,7,10.1,10.1,,,0.0,0,,1,0,1,1,10.1,,,
0,0 days 00:00:00.000000000,1,2,4.0,4.0,,,0.0,0,,0,1,1,0,4.0,,,
0,1 days 00:00:00.000000000,3,3,9.0,9.5,,,0.0,0,,0,3,2,0,9.5,,,
0,3 days 00:00:00.000000000,12,12,8.975,10.6,,,0.0,0,,0,12,6,3,10.6,,,
0,0 days 00:00:00.000000000,4,4,7.125,9.5,,,0.0,0,,4,0,1,0,9.5,,,
0,0 days 00:00:00.000000000,2,2,9.9,10.0,,,0.0,0,,0,2,1,0,10.0,,,
0,59 days 00:00:00.000000000,11,13,6.845454545454545,9.8,,,0.0,0,,2,9,5,6,9.8,,,
0,88 days 00:00:00.000000000,23,24,8.58695652173913,10.9,,,0.0,0,,0,23,8,8,10.9,9.8,,
0,28 days 00:00:00.000000000,8,8,,,3.55,7.2,0.0,0,,0,0,3,0,7.2,,,
0,1145 days 00:00:00.000000000,24,24,,,4.658333333333335,6.2,0.041666666666666664,0,,0,0,19,0,6.2,5.2,,
0,203 days 00:00:00.000000000,2,2,7.0,7.0,2.2,2.2,0.0,0,,0,1,2,1,7.0,,,
0,189 days 00:00:00.000000000,5,5,9.125,10.0,2.2,2.2,0.0,0,,1,3,4,2,10.0,,,
0,0 days 00:00:00.000000000,1,1,10.9,10.9,,,0.0,0,,0,1,1,0,10.9,,,
0,1 days 00:00:00.000000000,3,7,9.1,10.0,,,0.0,0,,1,2,3,0,10.0,,,
0,221 days 00:00:00.000000000,21,21,9.178947368421053,10.6,0.0,0.0,0.047619047619047616,0,,0,19,12,2,10.6,0.0,,
0,0 days 00:00:00.000000000,2,6,7.75,8.5,,,0.0,0,,2,0,2,0,8.5,,,
0,0 days 00:00:00.000000000,1,1,8.0,8.0,,,0.0,0,,0,1,1,0,8.0,,,
0,0 days 00:00:00.000000000,1,1,9.8,9.8,,,0.0,0,,0,1,1,0,9.8,,,
0,56 days 00:00:00.000000000,10,12,7.68,9.5,,,0.7,0,,7,3,5,0,9.5,,,
0,40 days 00:00:00.000000000,5,11,7.2,8.5,,,0.0,0,,2,2,3,1,8.5,,,
0,334 days 00:00:00.000000000,27,37,8.67727272727273,11.0,1.48,2.8,0.5185185185185185,4,10.4,11,11,13,4,11.0,10.9,,
0,0 days 00:00:00.000000000,1,1,9.5,9.5,,,0.0,0,,0,1,1,0,9.5,,,
0,6 days 00:00:00.000000000,10,10,9.1,10.3,,,0.0,0,,0,10,3,4,10.3,,,
0,786 days 00:00:00.000000000,12,16,9.883333333333333,12.3,,,0.0,0,,1,11,4,5,12.3,,,
0,13 days 00:00:00.000000000,2,2,7.75,8.5,,,0.0,0,,2,0,2,0,8.5,,,
0,1642 days 00:00:00.000000000,20,89,8.905,11.1,,,0.2,0,,20,0,13,0,11.1,,,
0,144 days 00:00:00.000000000,21,22,9.65625,11.3,0.72,1.2,0.0,5,1.2,1,13,9,2,11.3,1.2,,
0,6589 days 00:00:00.000000000,127,186,8.248214285714282,11.6,2.0785714285714283,4.2,0.07086614173228346,0,,52,38,47,0,10.7,10.3,11.6,11.3
0,1289 days 00:00:00.000000000,13,13,9.284615384615385,10.3,,,0.0,0,,0,13,4,0,10.3,,,
0,0 days 00:00:00.000000000,3,3,9.666666666666666,10.2,,,0.0,0,,0,3,1,0,10.2,,,
0,0 days 00:00:00.000000000,1,1,,,1.0,1.0,0.0,1,1.0,0,0,1,0,1.0,,,
0,104 days 00:00:00.000000000,15,21,8.953333333333335,10.2,,,0.06666666666666667,0,,9,6,6,2,10.2,,,
0,0 days 00:00:00.000000000,1,1,7.5,7.5,,,0.0,0,,0,1,1,0,7.5,,,
0,2 days 00:00:00.000000000,3,3,8.166666666666666,10.0,,,0.0,0,,0,3,1,0,10.0,,,
0,0 days 00:00:00.000000000,4,4,,,0.925,2.2,0.25,0,,0,0,1,0,2.2,,,
0,16 days 00:00:00.000000000,4,5,7.825,8.8,,,0.5,0,,3,1,4,0,8.8,,,
0,36 days 00:00:00.000000000,5,5,9.5,9.5,0.25,1.0,0.0,3,0.0,0,1,3,0,9.5,,,
0,288 days 00:00:00.000000000,32,38,9.278125000000003,10.9,,,0.0,0,,3,30,14,2,10.6,10.9,,
0,2 days 00:00:00.000000000,2,2,8.25,8.5,,,0.0,0,,0,2,1,0,8.5,,,
0,481 days 00:00:00.000000000,18,23,6.972222222222222,10.0,,,0.16666666666666666,0,,11,6,10,5,10.0,,,
0,9 days 00:00:00.000000000,6,6,10.083333333333334,10.6,,,0.0,0,,0,6,3,0,10.6,,,
0,267 days 00:00:00.000000000,3,3,7.0,10.0,,,0.0,0,,0,3,2,0,10.0,,,
0,34 days 00:00:00.000000000,19,45,9.166666666666666,11.7,4.2,4.2,0.3684210526315789,1,8.5,18,0,13,5,11.7,,,
0,31 days 00:00:00.000000000,7,7,8.328571428571427,10.0,,,0.14285714285714285,0,,2,5,4,0,10.0,,,
0,83 days 00:00:00.000000000,9,9,7.088888888888889,9.5,,,0.0,0,,3,6,4,2,9.5,,,
0,2311 days 00:00:00.000000000,23,48,6.456521739130435,10.0,,,0.08695652173913043,0,,22,1,13,12,10.0,6.0,,
0,600 days 00:00:00.000000000,48,71,8.30625,10.6,,,0.020833333333333332,0,,27,21,25,6,10.6,10.6,10.5,
0,0 days 00:00:00.000000000,3,3,8.6,10.0,,,0.0,0,,0,3,2,3,10.0,,,
0,5221 days 00:00:00.000000000,8,8,11.75,12.9,,,0.0,0,,0,8,7,1,12.9,,,
0,0 days 00:00:00.000000000,4,4,8.125,9.5,,,0.0,0,,0,4,1,2,9.5,,,
0,0 days 00:00:00.000000000,1,1,8.5,8.5,,,0.0,0,,0,1,1,0,8.5,,,
0,0 days 00:00:00.000000000,1,1,4.0,4.0,,,1.0,0,,1,0,1,0,4.0,,,
0,135 days 00:00:00.000000000,32,32,8.600000000000001,11.6,,,0.125,0,,1,29,7,7,11.6,11.0,,
0,386 days 00:00:00.000000000,44,50,8.227272727272727,10.6,,,0.0,0,,15,25,14,0,10.4,10.6,6.0,
0,13 days 00:00:00.000000000,15,19,9.16,10.7,,,0.0,0,,6,7,5,0,10.7,,,
0,63 days 00:00:00.000000000,8,19,8.7,10.6,,,0.0,0,,0,8,4,4,10.6,,,
0,0 days 00:00:00.000000000,1,1,,,0.0,0.0,0.0,0,,0,0,1,0,0.0,,,
0,0 days 00:00:00.000000000,1,1,,,2.8,2.8,0.0,0,,0,0,1,0,2.8,,,
0,0 days 00:00:00.000000000,4,4,8.85,11.9,,,0.0,0,,0,4,2,2,11.9,,,
0,0 days 00:00:00.000000000,2,2,8.25,9.5,,,0.0,0,,0,2,2,2,9.5,,,
0,2218 days 00:00:00.000000000,523,891,10.277899343544874,13.3,3.949999999999996,10.0,0.08030592734225621,0,,240,221,170,29,12.6,12.3,13.3,13.3
0,1 days 00:00:00.000000000,4,4,7.125,9.0,,,0.0,0,,0,4,2,3,9.0,,,
0,1 days 00:00:00.000000000,2,2,9.5,9.5,2.5,2.5,0.0,1,2.5,0,1,2,0,9.5,,,
0,0 days 00:00:00.000000000,1,1,9.5,9.5,,,0.0,0,,0,1,1,0,9.5,,,
0,0 days 00:00:00.000000000,3,3,9.5,9.5,,,0.0,0,,0,3,2,1,9.5,,,
0,91 days 00:00:00.000000000,13,13,8.292307692307691,10.9,,,0.15384615384615385,1,6.0,3,10,6,1,10.9,,,
0,42 days 00:00:00.000000000,9,9,8.11111111111111,9.5,,,0.0,0,,0,9,6,0,9.5,,,
0,102 days 00:00:00.000000000,55,63,8.645454545454548,11.6,,,0.0,0,,15,37,14,2,11.6,11.3,10.6,
0,0 days 00:00:00.000000000,2,6,6.5,7.0,,,0.5,0,,2,0,2,2,7.0,,,
0,262 days 00:00:00.000000000,18,26,7.961111111111112,10.2,,,0.0,0,,2,16,7,5,10.2,,,
0,111 days 00:00:00.000000000,6,6,,,1.8166666666666664,2.8,0.0,0,,0,0,3,0,2.8,,,
0,162 days 00:00:00.000000000,24,25,,,1.15,3.8,0.0,14,3.8,0,0,12,0,3.8,0.0,,
0,2471 days 00:00:00.000000000,7,12,6.0,8.5,0.6,1.2,0.0,0,,5,0,4,0,8.5,,,
0,1 days 00:00:00.000000000,7,7,8.885714285714286,10.6,,,0.0,0,,0,7,2,5,10.6,,,
0,52 days 00:00:00.000000000,13,13,7.730769230769231,10.0,,,0.0,0,,0,13,5,2,10.0,,,
0,1 days 00:00:00.000000000,3,3,10.566666666666666,12.0,,,0.0,0,,0,3,3,1,12.0,,,
0,3678 days 00:00:00.000000000,33,33,13.003124999999999,13.9,9.2,9.2,0.0,0,,0,32,8,0,13.9,13.9,,
0,2959 days 00:00:00.000000000,19,45,10.85263157894737,12.6,,,0.05263157894736842,0,,6,13,11,0,12.6,,,
0,39 days 00:00:00.000000000,5,5,6.75,7.5,0.0,0.0,0.0,1,0.0,0,2,2,0,7.5,,,
0,0 days 00:00:00.000000000,1,1,9.5,9.5,,,0.0,0,,1,0,1,0,9.5,,,
0,324 days 00:00:00.000000000,2,2,8.15,8.8,,,0.0,0,,1,0,2,0,8.8,,,
0,0 days 00:00:00.000000000,1,1,,,3.2,3.2,0.0,0,,0,0,1,0,3.2,,,
0,63 days 00:00:00.000000000,18,23,8.822222222222223,10.0,,,0.0,0,,2,16,7,6,10.0,,,
0,3973 days 00:00:00.000000000,5,7,4.0,4.0,,,0.2,3,,4,0,3,1,4.0,,,
0,0 days 00:00:00.000000000,1,1,9.5,9.5,,,1.0,0,,1,0,1,0,9.5,,,
0,0 days 00:00:00.000000000,1,1,9.5,9.5,,,0.0,0,,0,1,1,0,9.5,,,
0,1447 days 00:00:00.000000000,24,26,9.091666666666667,10.8,,,0.0,0,,6,18,10,0,10.8,10.7,,
0,0 days 00:00:00.000000000,1,1,8.8,8.8,,,0.0,0,,0,1,1,0,8.8,,,
0,44 days 00:00:00.000000000,19,23,6.9526315789473685,9.5,,,0.10526315789473684,0,,19,0,14,5,9.5,,,
0,2081 days 00:00:00.000000000,136,143,12.129824561403503,13.3,5.145454545454547,7.2,0.022058823529411766,15,7.2,0,114,31,63,13.3,13.3,13.0,12.6
0,442 days 00:00:00.000000000,39,43,9.792307692307697,11.6,,,0.0,0,,4,35,14,3,11.6,11.6,,
0,45 days 00:00:00.000000000,8,8,7.25,9.5,,,0.0,0,,2,6,4,1,9.5,,,
0,0 days 00:00:00.000000000,3,3,10.0,10.0,,,0.0,0,,0,3,1,1,10.0,,,
0,845 days 00:00:00.000000000,38,41,9.692105263157895,11.3,,,0.02631578947368421,0,,18,22,18,0,11.3,10.9,,
0,6 days 00:00:00.000000000,2,2,9.0,9.5,,,0.0,0,,0,2,2,0,9.5,,,
0,0 days 00:00:00.000000000,4,4,9.95,11.0,,,0.0,0,,0,4,3,3,11.0,,,
0,0 days 00:00:00.000000000,3,9,6.333333333333333,7.0,,,0.0,0,,0,3,2,0,7.0,,,
0,147 days 00:00:00.000000000,13,13,7.35,10.0,0.7999999999999999,1.2,0.0,0,,4,6,7,5,10.0,,,
0,0 days 00:00:00.000000000,1,1,10.9,10.9,,,0.0,0,,0,1,1,0,10.9,,,
0,260 days 00:00:00.000000000,42,54,7.94761904761905,11.0,,,0.0,0,,7,35,20,29,10.0,10.4,11.0,
0,0 days 00:00:00.000000000,2,2,10.05,10.3,,,1.0,0,,1,1,2,0,10.3,,,
0,0 days 00:00:00.000000000,1,1,,,3.2,3.2,2.0,0,,0,0,1,0,3.2,,,
0,357 days 00:00:00.000000000,3,3,8.6,9.5,,,0.0,0,,0,3,1,0,9.5,,,
0,1468 days 00:00:00.000000000,10,19,8.11,9.5,,,0.0,0,,8,2,7,5,9.5,,,
0,0 days 00:00:00.000000000,2,2,10.3,10.6,,,0.0,0,,0,2,1,1,10.6,,,
0,154 days 00:00:00.000000000,27,27,9.977777777777776,12.6,,,0.0,0,,1,26,16,17,12.6,10.4,,
0,0 days 00:00:00.000000000,1,1,10.3,10.3,,,0.0,0,,0,1,1,0,10.3,,,
0,0 days 00:00:00.000000000,1,2,6.0,6.0,,,2.0,0,,1,0,1,0,6.0,,,
0,432 days 00:00:00.000000000,9,10,8.655555555555557,10.6,,,0.0,0,,0,9,4,3,10.6,,,
0,0 days 00:00:00.000000000,1,1,,,7.8,7.8,0.0,0,,0,0,1,0,7.8,,,
0,58 days 00:00:00.000000000,5,15,6.56,8.8,,,0.0,0,,2,3,4,4,8.8,,,
0,3 days 00:00:00.000000000,2,3,8.9,9.0,,,0.0,0,,0,2,2,1,9.0,,,
0,16 days 00:00:00.000000000,8,8,7.6625,9.8,,,0.0,0,,0,8,2,2,9.8,,,
0,1 days 00:00:00.000000000,3,3,9.6,10.3,,,0.0,0,,2,1,2,0,10.3,,,
0,0 days 00:00:00.000000000,1,3,9.5,9.5,,,0.0,0,,0,1,1,1,9.5,,,
0,455 days 00:00:00.000000000,45,60,8.863636363636365,12.3,,,0.0,1,,14,31,25,22,12.3,12.3,11.0,
0,97 days 00:00:00.000000000,25,36,7.016,11.6,,,0.12,0,,20,5,13,15,11.6,8.5,,
0,1500 days 00:00:00.000000000,396,537,9.759595959595979,12.9,,,0.03535353535353535,0,,95,304,94,167,11.9,12.2,12.0,11.9
0,0 days 00:00:00.000000000,1,1,9.5,9.5,,,0.0,0,,0,1,1,0,9.5,,,
0,131 days 00:00:00.000000000,8,8,8.0,10.0,,,0.0,0,,1,0,4,0,10.0,,,
0,98 days 00:00:00.000000000,3,22,10.633333333333333,11.2,,,0.0,0,,3,0,3,1,11.2,,,
0,63 days 00:00:00.000000000,16,16,8.868749999999999,10.0,,,0.0,0,,6,10,6,6,10.0,,,
0,0 days 00:00:00.000000000,1,1,8.5,8.5,,,0.0,0,,0,1,1,0,8.5,,,
0,34 days 00:00:00.000000000,16,16,12.24375,13.2,,,0.0,0,,0,16,6,5,13.2,,,
