,years_total,climbs_total,pitches_total,route_mean,route_max,boulder_mean,boulder_max,danger_factor,solos,hardest_solo,trad_count,sport_count,locations,success,quarter_max1,quarter_max2,quarter_max3,quarter_max4
0,647 days 00:00:00.000000000,6,6,11.583333333333334,12.3,,,0.0,0,,0,6,4,0,12.3,,,
0,84 days 00:00:00.000000000,21,21,8.71904761904762,10.9,,,0.0,0,,0,21,8,5,10.9,4.0,,
0,0 days 00:00:00.000000000,1,1,8.5,8.5,,,0.0,0,,1,0,1,0,8.5,,,
0,22 days 00:00:00.000000000,6,7,6.8500000000000005,8.8,,,0.16666666666666666,1,3.0,6,0,6,3,8.8,,,
0,6 days 00:00:00.000000000,3,3,,,3.3333333333333335,3.8,0.0,3,3.8,0,0,1,0,3.8,,,
0,189 days 00:00:00.000000000,3,20,10.700000000000001,11.3,,,0.0,0,,0,3,2,1,11.3,,,
0,0 days 00:00:00.000000000,2,2,,,0.0,0.0,0.0,0,,0,0,2,0,0.0,,,
0,0 days 00:00:00.000000000,1,1,10.0,10.0,,,0.0,0,,0,1,1,0,10.0,,,
0,276 days 00:00:00.000000000,14,14,7.5928571428571425,10.0,,,0.35714285714285715,0,,4,10,9,7,10.0,,,
0,30 days 00:00:00.000000000,8,8,10.1,12.4,1.35,3.2,0.0,1,12.4,1,3,5,2,12.4,,,
0,0 days 00:00:00.000000000,1,1,,,6.2,6.2,0.0,0,,0,0,1,0,6.2,,,
0,0 days 00:00:00.000000000,2,2,8.5,8.5,,,0.0,0,,0,2,1,0,8.5,,,
0,455 days 00:00:00.000000000,41,96,6.9485714285714275,11.3,,,0.0975609756097561,1,0.0,20,16,29,27,11.3,11.2,10.0,
0,148 days 00:00:00.000000000,39,39,8.95897435897436,11.0,,,0.07692307692307693,0,,39,0,27,1,11.0,10.9,,
0,28 days 00:00:00.000000000,2,8,9.0,9.5,,,0.0,0,,1,1,2,1,9.5,,,
0,0 days 00:00:00.000000000,1,1,10.3,10.3,,,0.0,1,10.3,1,0,1,0,10.3,,,
0,0 days 00:00:00.000000000,1,1,9.5,9.5,,,0.0,0,,0,1,1,0,9.5,,,
0,305 days 00:00:00.000000000,11,11,8.818181818181818,10.0,,,0.0,0,,2,9,3,5,10.0,,,
0,0 days 00:00:00.000000000,1,1,6.0,6.0,,,0.0,0,,1,0,1,0,6.0,,,
0,41 days 00:00:00.000000000,8,8,7.3125,9.5,,,0.0,0,,0,8,5,3,9.5,,,
0,171 days 00:00:00.000000000,32,36,7.125,10.0,,,0.0,0,,4,31,14,11,10.0,8.5,,
0,115 days 00:00:00.000000000,15,15,8.7,11.3,,,0.06666666666666667,0,,0,12,3,0,11.3,,,
0,32 days 00:00:00.000000000,9,19,8.375,10.3,1.2,1.2,0.2222222222222222,0,,5,2,6,0,10.3,,,
0,303 days 00:00:00.000000000,144,146,9.328358208955224,11.3,0.8899999999999999,2.8,0.006944444444444444,0,,8,126,41,28,11.3,11.0,10.6,11.2
0,435 days 00:00:00.000000000,28,28,8.685714285714287,10.6,,,0.0,0,,0,28,13,1,10.0,10.6,,
0,554 days 00:00:00.000000000,19,19,,,3.88421052631579,7.2,0.21052631578947367,0,,0,0,17,0,7.2,,,
0,12 days 00:00:00.000000000,6,6,9.433333333333334,10.3,,,0.0,0,,0,6,2,0,10.3,,,
0,142 days 00:00:00.000000000,41,60,8.165000000000001,11.6,0.0,0.0,0.0,0,,16,24,25,8,10.3,11.6,6.0,
0,5 days 00:00:00.000000000,3,14,10.733333333333334,11.3,,,0.0,0,,3,0,3,3,11.3,,,
0,72 days 00:00:00.000000000,27,28,7.822222222222222,12.2,,,0.0,0,,25,2,11,0,12.2,9.5,,
0,2 days 00:00:00.000000000,8,8,6.975,9.5,,,0.0,0,,0,8,4,5,9.5,,,
0,20 days 00:00:00.000000000,2,2,7.75,8.5,,,0.0,0,,0,0,1,0,8.5,,,
0,0 days 00:00:00.000000000,1,6,6.0,6.0,,,0.0,0,,1,0,1,0,6.0,,,
0,0 days 00:00:00.000000000,1,1,10.9,10.9,,,0.0,0,,0,1,1,0,10.9,,,
0,0 days 00:00:00.000000000,1,1,,,6.2,6.2,0.0,0,,0,0,1,0,6.2,,,
0,126 days 00:00:00.000000000,7,7,9.3,10.1,4.319999999999999,8.2,0.0,0,,0,2,5,0,10.1,,,
0,138 days 00:00:00.000000000,12,12,10.05,10.4,2.1,3.5,0.16666666666666666,0,,0,4,8,0,10.4,,,
0,1267 days 00:00:00.000000000,101,133,7.815625000000001,11.1,1.9599999999999997,4.2,0.16831683168316833,0,,44,63,28,0,10.3,10.3,10.8,10.0
0,85 days 00:00:00.000000000,8,12,5.8125,8.5,,,0.125,0,,5,3,3,0,8.5,,,
0,3321 days 00:00:00.000000000,30,30,7.625,10.7,,,0.16666666666666666,0,,23,0,5,0,10.7,10.4,,
0,74 days 00:00:00.000000000,40,41,8.69375,10.3,1.725,3.2,0.05,7,3.2,1,32,16,6,10.0,10.3,,
0,0 days 00:00:00.000000000,1,1,,,,,0.0,0,,0,0,1,0,,,,
0,3 days 00:00:00.000000000,7,7,,,0.17142857142857143,1.2,0.0,0,,0,0,3,0,1.2,,,
0,42 days 00:00:00.000000000,14,14,8.642857142857142,10.6,,,0.0,0,,0,14,4,9,10.6,,,
0,36 days 00:00:00.000000000,4,4,8.825,10.3,,,0.0,0,,0,4,3,0,10.3,,,
0,871 days 00:00:00.000000000,23,26,9.01304347826087,10.9,,,0.21739130434782608,0,,13,7,9,0,10.9,10.1,,
0,0 days 00:00:00.000000000,2,2,6.0,6.0,,,0.0,0,,0,2,1,0,6.0,,,
0,552 days 00:00:00.000000000,18,36,7.688888888888891,11.4,,,0.0,0,,12,6,7,7,11.4,,,
0,301 days 00:00:00.000000000,5,5,10.14,10.4,,,0.2,0,,5,1,4,0,10.4,,,
0,0 days 00:00:00.000000000,1,1,,,1.2,1.2,0.0,0,,0,0,1,0,1.2,,,
0,220 days 00:00:00.000000000,20,23,8.75,10.3,2.1499999999999995,3.2,0.0,0,,0,12,15,7,10.3,,,
0,1 days 00:00:00.000000000,6,6,9.649999999999999,11.0,,,0.0,0,,0,6,1,1,11.0,,,
0,797 days 00:00:00.000000000,16,20,9.04375,10.9,,,0.0,0,,3,12,6,8,10.9,,,
0,664 days 00:00:00.000000000,36,56,10.916666666666664,12.6,,,0.0,0,,7,29,25,7,12.6,11.3,,
0,0 days 00:00:00.000000000,2,3,8.4,9.8,,,0.0,0,,1,1,2,2,9.8,,,
0,0 days 00:00:00.000000000,3,6,6.666666666666667,7.0,,,0.3333333333333333,0,,3,0,1,0,7.0,,,
0,5103 days 00:00:00.000000000,49,90,7.3319148936170215,10.3,,,0.10204081632653061,1,,38,10,26,30,10.3,10.3,9.5,
0,406 days 00:00:00.000000000,12,30,7.7250000000000005,10.6,,,0.0,0,,8,4,9,8,10.6,,,
0,428 days 00:00:00.000000000,8,17,9.675,12.0,,,0.0,0,,1,7,5,1,12.0,,,
0,0 days 00:00:00.000000000,2,2,8.5,8.5,,,0.0,0,,1,1,1,0,8.5,,,
0,506 days 00:00:00.000000000,7,7,,,,,0.0,0,,1,0,6,0,,,,
0,1467 days 00:00:00.000000000,4,12,6.0,8.5,,,0.0,1,0.0,3,1,4,0,8.5,,,
0,1 days 00:00:00.000000000,2,2,7.65,10.3,,,0.5,1,5.0,1,1,1,1,10.3,,,
0,13 days 00:00:00.000000000,5,11,9.26,11.0,,,0.0,0,,1,4,3,0,11.0,,,
0,1097 days 00:00:00.000000000,36,59,8.325000000000003,11.9,,,0.05555555555555555,4,5.0,10,25,21,8,11.9,11.0,,
0,492 days 00:00:00.000000000,75,106,8.354545454545455,10.6,,,0.08,4,,39,25,37,11,10.4,10.0,10.6,10.5
0,118 days 00:00:00.000000000,20,33,7.529999999999999,10.1,,,0.0,0,,7,11,12,9,10.1,,,
0,362 days 00:00:00.000000000,133,160,8.67622950819672,12.2,0.4181818181818182,2.2,0.022556390977443608,3,0.0,25,98,41,68,10.6,12.2,11.0,11.3
0,0 days 00:00:00.000000000,1,2,6.0,6.0,,,0.0,0,,1,0,1,0,6.0,,,
0,2 days 00:00:00.000000000,13,13,9.261538461538462,10.6,,,0.0,0,,0,13,3,3,10.6,,,
0,56 days 00:00:00.000000000,8,8,8.6125,12.0,,,0.0,0,,3,5,6,5,12.0,,,
0,21 days 00:00:00.000000000,24,34,8.424999999999999,11.0,,,0.0,0,,2,22,6,0,11.0,9.0,,
0,130 days 00:00:00.000000000,11,12,6.8,9.5,,,0.0,1,,1,10,6,3,9.5,,,
0,119 days 00:00:00.000000000,3,3,10.666666666666666,11.4,,,0.0,1,11.4,0,2,2,1,11.4,,,
0,103 days 00:00:00.000000000,13,15,9.123076923076923,10.3,,,0.0,0,,3,10,8,8,10.3,,,
0,403 days 00:00:00.000000000,9,9,10.877777777777778,11.2,,,0.0,0,,0,9,7,2,11.2,,,
0,91 days 00:00:00.000000000,3,10,6.433333333333334,8.8,,,0.0,1,2.0,1,2,3,2,8.8,,,
0,9 days 00:00:00.000000000,2,2,13.0,13.0,,,0.0,0,,0,2,2,0,13.0,,,
0,0 days 00:00:00.000000000,1,3,9.5,9.5,,,0.0,0,,0,1,1,0,9.5,,,
0,2472 days 00:00:00.000000000,154,262,8.900649350649347,12.0,,,0.03896103896103896,0,,80,75,59,0,11.5,12.0,11.3,11.9
0,260 days 00:00:00.000000000,4,4,,,3.2,5.2,0.0,0,,0,0,4,0,5.2,,,
0,60 days 00:00:00.000000000,3,3,9.666666666666666,10.0,,,0.0,0,,0,3,3,0,10.0,,,
0,0 days 00:00:00.000000000,1,1,10.3,10.3,,,0.0,0,,1,0,1,0,10.3,,,
0,68 days 00:00:00.000000000,6,10,8.966666666666667,9.8,,,0.0,0,,5,2,4,0,9.8,,,
0,385 days 00:00:00.000000000,6,6,8.133333333333333,10.3,,,0.0,0,,0,6,2,0,10.3,,,
0,211 days 00:00:00.000000000,3,10,10.0,10.3,,,0.0,0,,3,0,3,0,10.3,,,
0,338 days 00:00:00.000000000,34,66,6.06764705882353,10.0,,,0.08823529411764706,0,,22,12,11,0,10.0,7.0,,
0,3 days 00:00:00.000000000,5,5,2.0,2.0,0.39999999999999997,1.2,0.0,1,2.0,2,0,3,0,2.0,,,
0,23 days 00:00:00.000000000,6,6,9.633333333333333,10.0,,,0.0,0,,0,6,5,3,10.0,,,
0,48 days 00:00:00.000000000,2,2,9.0,10.0,,,0.0,0,,0,2,2,0,10.0,,,
0,87 days 00:00:00.000000000,25,38,7.0760000000000005,10.4,,,0.28,0,,11,8,14,7,10.4,10.0,,
0,479 days 00:00:00.000000000,43,47,8.054054054054056,10.9,,,0.0,1,,15,29,17,7,10.0,10.9,8.5,
0,113 days 00:00:00.000000000,25,25,8.805263157894737,10.6,1.5,2.2,0.12,0,,1,17,8,8,10.6,9.5,,
0,50 days 00:00:00.000000000,18,26,9.111111111111112,11.0,,,0.05555555555555555,0,,5,13,9,8,11.0,,,
0,92 days 00:00:00.000000000,8,8,8.25,9.5,0.75,1.8,0.125,0,,0,4,5,0,9.5,,,
0,49 days 00:00:00.000000000,3,3,7.833333333333333,9.5,,,0.0,0,,1,1,2,0,9.5,,,
0,364 days 00:00:00.000000000,34,110,8.676470588235293,11.7,,,0.23529411764705882,0,,27,7,24,0,11.7,10.5,,
0,108 days 00:00:00.000000000,17,28,7.2823529411764705,10.3,,,0.0,0,,5,12,10,3,10.3,,,
0,621 days 00:00:00.000000000,5,5,10.919999999999998,11.3,,,0.0,0,,0,5,5,0,11.3,,,
0,324 days 00:00:00.000000000,39,46,9.325714285714287,10.4,2.7,3.2,0.0,1,10.4,10,24,16,12,10.4,10.4,,
0,0 days 00:00:00.000000000,3,3,10.200000000000001,10.3,,,0.0,0,,0,3,2,1,10.3,,,
0,13 days 00:00:00.000000000,26,35,10.596153846153848,12.1,,,0.0,0,,20,6,7,1,12.1,11.0,,
0,18 days 00:00:00.000000000,7,12,7.828571428571428,9.5,,,0.14285714285714285,0,,5,2,3,0,9.5,,,
0,0 days 00:00:00.000000000,1,1,10.3,10.3,,,0.0,0,,0,1,1,1,10.3,,,
0,337 days 00:00:00.000000000,12,12,,,1.783333333333333,6.5,0.0,0,,0,0,5,0,6.5,,,
0,424 days 00:00:00.000000000,167,171,9.256172839506167,11.3,1.7200000000000002,4.2,0.011976047904191617,0,,26,138,55,48,10.3,11.3,11.0,11.3
0,0 days 00:00:00.000000000,1,6,10.0,10.0,,,0.0,0,,1,0,1,1,10.0,,,
0,1459 days 00:00:00.000000000,5,29,8.3,10.0,,,0.2,0,,3,2,4,1,10.0,,,
0,20 days 00:00:00.000000000,5,5,5.5,8.5,,,0.0,0,,5,1,2,1,8.5,,,
0,0 days 00:00:00.000000000,3,5,8.333333333333334,9.5,,,0.0,0,,0,3,3,2,9.5,,,
0,165 days 00:00:00.000000000,22,22,9.059999999999999,11.6,2.7,4.2,0.0,0,,14,5,5,4,11.6,11.0,,
0,552 days 00:00:00.000000000,35,40,9.185714285714287,11.9,,,0.05714285714285714,0,,7,28,15,0,11.9,10.9,,
0,21 days 00:00:00.000000000,9,9,8.533333333333333,10.2,,,0.0,0,,2,4,3,0,10.2,,,
0,22 days 00:00:00.000000000,19,28,7.458823529411765,11.3,0.0,0.0,0.0,0,,15,2,11,0,11.3,,,
0,3 days 00:00:00.000000000,6,6,8.383333333333333,10.3,,,0.0,0,,0,6,4,3,10.3,,,
0,1407 days 00:00:00.000000000,51,60,10.641176470588237,12.0,,,0.0,0,,3,48,25,9,12.0,12.0,11.0,
0,0 days 00:00:00.000000000,2,2,10.600000000000001,10.9,,,0.0,0,,2,1,1,0,10.9,,,
0,62 days 00:00:00.000000000,31,31,8.716666666666667,10.0,0.192,1.2,0.25806451612903225,0,,0,6,11,1,10.0,1.2,,
0,0 days 00:00:00.000000000,2,2,9.15,9.8,,,0.0,0,,0,2,1,0,9.8,,,
0,1145 days 00:00:00.000000000,24,24,,,4.658333333333335,6.2,0.041666666666666664,0,,0,0,19,0,6.2,5.2,,
0,189 days 00:00:00.000000000,5,5,9.125,10.0,2.2,2.2,0.0,0,,1,3,4,2,10.0,,,
0,203 days 00:00:00.000000000,2,2,7.0,7.0,2.2,2.2,0.0,0,,0,1,2,1,7.0,,,
0,0 days 00:00:00.000000000,1,1,10.9,10.9,,,0.0,0,,0,1,1,0,10.9,,,
0,70 days 00:00:00.000000000,10,11,8.2,10.0,,,0.0,0,,0,9,7,3,10.0,,,
0,2 days 00:00:00.000000000,4,6,11.200000000000001,12.0,,,0.0,0,,0,4,2,1,12.0,,,
0,33 days 00:00:00.000000000,23,23,,,3.330434782608697,6.2,0.0,0,,0,0,17,0,6.2,5.2,,
0,476 days 00:00:00.000000000,65,82,8.86153846153846,11.6,,,0.16923076923076924,4,8.5,44,23,29,0,11.6,11.3,11.3,10.9
0,365 days 00:00:00.000000000,7,9,9.514285714285714,10.1,,,0.0,0,,1,6,4,3,10.1,,,
0,149 days 00:00:00.000000000,16,16,7.2,11.4,0.5571428571428572,2.2,0.0625,0,,0,0,9,0,11.4,,,
0,177 days 00:00:00.000000000,4,9,9.85,10.1,,,0.0,0,,0,4,2,2,10.1,,,
0,97 days 00:00:00.000000000,66,69,9.978846153846156,12.1,0.5571428571428572,2.2,0.10606060606060606,0,,17,35,32,12,11.8,11.8,12.1,11.0
0,447 days 00:00:00.000000000,5,5,8.0,9.5,,,0.0,0,,1,4,5,1,9.5,,,
0,1063 days 00:00:00.000000000,34,58,9.520588235294117,11.9,,,0.11764705882352941,0,,15,21,21,6,11.9,10.2,,
0,0 days 00:00:00.000000000,1,1,10.0,10.0,,,0.0,0,,0,1,1,0,10.0,,,
0,0 days 00:00:00.000000000,2,2,,,0.6,1.2,0.0,0,,0,0,2,0,1.2,,,
0,155 days 00:00:00.000000000,24,31,8.3875,10.9,,,0.041666666666666664,0,,9,15,12,16,10.9,10.0,,
0,0 days 00:00:00.000000000,1,1,6.0,6.0,,,0.0,0,,0,1,1,0,6.0,,,
0,0 days 00:00:00.000000000,1,1,11.0,11.0,,,0.0,0,,0,1,1,0,11.0,,,
0,370 days 00:00:00.000000000,37,43,8.175675675675675,12.0,,,0.08108108108108109,0,,12,15,21,1,12.0,10.3,,
0,0 days 00:00:00.000000000,1,4,9.8,9.8,,,0.0,0,,1,0,1,0,9.8,,,
0,0 days 00:00:00.000000000,1,1,9.0,9.0,,,0.0,0,,0,1,1,0,9.0,,,
0,0 days 00:00:00.000000000,1,1,8.5,8.5,,,0.0,0,,0,1,1,0,8.5,,,
0,175 days 00:00:00.000000000,2,6,8.5,8.5,,,0.0,0,,1,1,2,1,8.5,,,
0,0 days 00:00:00.000000000,1,1,10.9,10.9,,,1.0,0,,0,1,1,0,10.9,,,
0,140 days 00:00:00.000000000,29,64,9.686956521739132,12.3,4.7,7.2,0.0,0,,2,22,9,6,12.3,12.3,,
0,4 days 00:00:00.000000000,6,38,7.916666666666667,9.5,,,0.3333333333333333,0,,6,0,4,5,9.5,,,
0,103 days 00:00:00.000000000,5,5,10.2,10.9,,,0.0,0,,0,5,2,0,10.9,,,
0,0 days 00:00:00.000000000,1,7,9.5,9.5,,,0.0,0,,1,0,1,1,9.5,,,
0,8 days 00:00:00.000000000,6,24,9.9,10.6,,,0.0,0,,0,6,4,5,10.6,,,
0,734 days 00:00:00.000000000,22,26,7.792307692307692,10.3,0.85,2.2,0.0,0,,5,7,11,2,10.3,7.0,,
0,0 days 00:00:00.000000000,2,2,10.8,11.3,,,0.0,0,,0,2,1,0,11.3,,,
0,36 days 00:00:00.000000000,13,16,7.738461538461539,10.4,,,0.0,1,6.0,5,6,5,3,10.4,,,
0,64 days 00:00:00.000000000,7,7,7.299999999999999,10.3,,,0.0,0,,3,4,4,2,10.3,,,
0,133 days 00:00:00.000000000,18,18,8.783333333333333,10.3,,,0.0,0,,2,18,9,2,10.3,,,
0,276 days 00:00:00.000000000,11,21,10.827272727272726,12.2,,,0.0,0,,4,7,9,2,12.2,,,
0,84 days 00:00:00.000000000,3,3,10.399999999999999,10.6,6.2,6.2,0.0,0,,0,2,2,0,10.6,,,
0,22 days 00:00:00.000000000,4,4,8.0,9.5,,,0.0,0,,1,3,2,0,9.5,,,
0,0 days 00:00:00.000000000,1,1,11.0,11.0,,,0.0,0,,1,0,1,0,11.0,,,
0,509 days 00:00:00.000000000,15,15,9.706666666666667,11.3,,,0.0,0,,2,13,10,0,11.3,,,
0,69 days 00:00:00.000000000,29,29,8.479310344827587,11.0,,,0.0,0,,4,25,11,9,11.0,10.8,,
0,503 days 00:00:00.000000000,3,3,7.5,10.0,2.2,2.2,0.3333333333333333,1,2.2,1,1,3,0,10.0,,,
0,183 days 00:00:00.000000000,52,73,8.818367346938777,13.3,1.8,3.2,0.07692307692307693,0,,14,29,21,11,13.3,10.0,10.6,
0,28 days 00:00:00.000000000,16,25,6.6,9.8,,,0.0,0,,9,7,12,2,9.8,,,
0,1594 days 00:00:00.000000000,3,3,11.166666666666666,11.6,,,0.0,0,,0,3,3,1,11.6,,,
0,897 days 00:00:00.000000000,34,47,8.934375000000001,11.4,1.1,2.2,0.0,1,9.5,17,18,16,10,11.4,11.2,,
0,721 days 00:00:00.000000000,14,21,8.455555555555556,10.3,0.44000000000000006,1.2,0.07142857142857142,4,1.2,5,4,9,0,10.3,,,
0,2816 days 00:00:00.000000000,404,527,9.887250000000005,13.0,3.0999999999999996,5.2,0.012376237623762377,0,,108,295,102,125,13.0,12.3,12.2,12.6
0,117 days 00:00:00.000000000,9,9,8.471428571428572,10.3,3.2,3.2,0.0,0,,1,6,5,3,10.3,,,
0,0 days 00:00:00.000000000,1,1,,,0.0,0.0,0.0,0,,0,0,1,0,0.0,,,
0,267 days 00:00:00.000000000,30,30,7.61,10.3,,,0.03333333333333333,0,,3,23,8,12,10.3,9.5,,
0,712 days 00:00:00.000000000,96,111,9.961250000000001,12.3,4.0375000000000005,7.2,0.020833333333333332,5,4.2,11,70,32,31,12.3,11.1,11.6,12.0
0,388 days 00:00:00.000000000,5,5,8.620000000000001,9.8,,,0.0,0,,0,5,3,2,9.8,,,
0,0 days 00:00:00.000000000,1,3,8.8,8.8,,,0.0,0,,0,1,1,1,8.8,,,
0,0 days 00:00:00.000000000,1,2,9.5,9.5,,,3.0,0,,0,0,1,0,9.5,,,
0,187 days 00:00:00.000000000,22,29,8.327272727272726,10.3,,,0.09090909090909091,0,,8,14,9,3,10.3,5.0,,
0,50 days 00:00:00.000000000,6,6,8.466666666666667,9.5,,,0.0,0,,0,6,4,1,9.5,,,
0,1 days 00:00:00.000000000,5,7,9.5,9.5,0.3,1.2,0.0,0,,0,1,3,0,9.5,,,
0,419 days 00:00:00.000000000,4,9,9.45,10.3,,,0.0,0,,2,2,3,0,10.3,,,
0,1916 days 00:00:00.000000000,156,216,9.160897435897432,11.3,,,0.04487179487179487,1,9.8,77,80,60,83,10.5,11.0,11.0,11.3
0,2471 days 00:00:00.000000000,97,111,9.849484536082475,12.3,,,0.041237113402061855,0,,59,38,30,18,12.3,12.2,11.3,12.0
0,1723 days 00:00:00.000000000,9,93,10.511111111111113,13.3,,,0.2222222222222222,1,7.0,8,1,8,1,13.3,,,
0,188 days 00:00:00.000000000,5,7,9.26,10.0,,,0.2,0,,3,2,5,4,10.0,,,
0,2 days 00:00:00.000000000,5,5,9.24,10.7,,,0.0,0,,1,5,3,3,10.7,,,
0,0 days 00:00:00.000000000,1,1,7.0,7.0,,,0.0,0,,0,1,1,0,7.0,,,
0,123 days 00:00:00.000000000,3,3,8.0,9.5,,,0.0,0,,0,3,2,2,9.5,,,
0,0 days 00:00:00.000000000,1,4,9.5,9.5,,,1.0,0,,1,1,1,0,9.5,,,
0,273 days 00:00:00.000000000,28,33,9.292857142857144,11.9,,,0.03571428571428571,0,,13,16,7,19,11.9,11.3,,
0,0 days 00:00:00.000000000,1,2,8.8,8.8,,,1.0,0,,1,0,1,0,8.8,,,
0,371 days 00:00:00.000000000,22,24,9.93181818181818,11.0,,,0.045454545454545456,0,,1,21,11,6,11.0,10.1,,
0,113 days 00:00:00.000000000,15,29,7.513333333333334,10.3,,,0.06666666666666667,0,,12,3,11,0,10.3,,,
0,352 days 00:00:00.000000000,17,46,8.976470588235296,10.9,,,0.058823529411764705,0,,13,4,7,0,10.9,,,
0,153 days 00:00:00.000000000,21,24,10.174999999999999,12.0,2.2,2.2,0.09523809523809523,2,3.0,4,16,13,3,12.0,11.0,,
0,27 days 00:00:00.000000000,5,8,6.8,10.0,,,0.0,0,,4,1,1,0,10.0,,,
0,153 days 00:00:00.000000000,18,18,8.894444444444446,10.9,,,0.05555555555555555,0,,6,12,8,2,10.9,,,
0,474 days 00:00:00.000000000,11,15,8.536363636363635,11.3,,,0.18181818181818182,0,,4,7,7,9,11.3,,,
0,0 days 00:00:00.000000000,1,1,,,4.2,4.2,0.0,0,,0,0,1,0,4.2,,,
0,232 days 00:00:00.000000000,8,8,9.4,11.0,5.2,5.2,0.0,1,5.2,0,7,7,3,11.0,,,
0,408 days 00:00:00.000000000,17,17,8.205882352941176,11.0,,,0.0,0,,3,14,8,7,11.0,,,
0,0 days 00:00:00.000000000,1,1,,,1.2,1.2,0.0,1,1.2,0,0,1,0,1.2,,,
0,289 days 00:00:00.000000000,5,15,8.98,11.0,,,0.0,0,,3,2,4,0,11.0,,,
0,201 days 00:00:00.000000000,4,4,9.25,10.0,,,0.0,0,,0,4,3,0,10.0,,,
0,857 days 00:00:00.000000000,178,400,9.997752808988762,13.9,,,0.0056179775280898875,0,,177,1,47,30,13.9,13.9,13.9,10.7
0,80 days 00:00:00.000000000,31,36,8.641935483870967,11.3,,,0.12903225806451613,0,,10,22,15,0,11.3,11.0,,
0,932 days 00:00:00.000000000,141,213,7.398496240601502,11.3,,,0.04964539007092199,3,3.0,73,69,54,41,10.9,11.0,11.3,10.6
0,10 days 00:00:00.000000000,3,3,9.799999999999999,10.9,,,0.0,0,,0,3,2,3,10.9,,,
0,0 days 00:00:00.000000000,1,1,9.5,9.5,,,0.0,0,,1,0,1,0,9.5,,,
0,183 days 00:00:00.000000000,34,38,7.564705882352941,10.6,,,0.0,0,,8,26,12,2,10.6,10.0,,
0,318 days 00:00:00.000000000,11,11,10.78888888888889,11.6,1.7000000000000002,2.2,0.0,0,,0,9,7,1,11.6,,,
0,1 days 00:00:00.000000000,3,4,8.733333333333333,10.4,,,0.0,0,,1,2,1,2,10.4,,,
0,1820 days 00:00:00.000000000,98,98,9.325000000000001,11.0,1.395945945945947,5.2,0.05102040816326531,41,5.2,3,21,45,17,5.2,11.0,9.8,5.2
0,327 days 00:00:00.000000000,31,31,6.532258064516129,8.5,,,0.03225806451612903,0,,31,0,26,0,8.5,7.0,,
0,476 days 00:00:00.000000000,11,26,7.845454545454545,10.3,,,0.09090909090909091,0,,4,0,5,0,10.3,,,
0,490 days 00:00:00.000000000,169,309,9.952694610778439,12.9,,,0.05917159763313609,6,9.5,137,29,91,17,12.9,12.3,12.0,11.8
0,41 days 00:00:00.000000000,3,7,6.0,6.0,,,0.0,0,,3,0,3,2,6.0,,,
0,54 days 00:00:00.000000000,13,14,7.107692307692307,9.8,,,0.0,0,,0,13,3,0,9.8,,,
